contract_id,blocked
7780,0
7785,0
7794,0
7795,0
7798,0
7799,0
7801,0
7805,0
7807,0
7816,0
7818,0
7819,0
7821,0
7827,0
7828,0
7834,0
7837,0
7840,0
7843,0
7847,0
7851,0
7854,1
7856,0
7865,0
7868,0
7873,0
7875,0
7885,0
7886,0
7887,0
7894,0
7897,0
7898,0
7899,0
7905,0
7914,0
7915,0
7916,0
7917,0
7918,0
7919,0
7920,0
7930,0
7937,0
7940,0
7942,0
7943,0
7953,0
7957,0
7962,0
7965,0
7968,0
7970,0
7975,0
7981,0
7986,0
7993,0
8000,0
8003,0
8009,0
8023,0
8032,0
8037,0
8040,0
8043,0
8044,0
8052,0
8054,0
8055,0
8057,0
8058,0
8073,0
8075,0
8077,0
8079,0
8080,0
8082,0
8084,0
8090,0
8091,0
8096,0
8102,0
8105,0
8109,0
8112,0
8119,0
8120,0
8122,1
8123,0
8126,0
8127,0
8135,0
8140,0
8141,0
8142,0
8146,0
8155,0
8157,0
8170,0
8175,0
8184,0
8185,0
8187,0
8188,0
8189,0
8190,0
8191,0
8193,0
8203,0
8204,0
8211,0
8214,1
8216,0
8218,0
8219,0
8226,0
8236,0
8237,0
8238,0
8242,0
8243,0
8246,0
8249,0
8250,0
8254,0
8255,0
8259,0
8262,0
8263,0
8264,0
8276,0
8277,0
8279,0
8283,0
8284,0
8286,0
8287,0
8291,0
8293,0
8296,0
8299,0
8301,0
8303,0
8310,0
8311,0
8313,0
8321,0
8335,0
8339,0
8342,0
8343,0
8348,0
8353,0
8356,0
8360,0
8363,0
8365,0
8367,0
8373,0
8375,0
8376,0
8381,0
8384,0
8385,0
8389,0
8392,0
8396,0
8397,0
8399,0
8400,0
8403,0
8408,0
8411,0
8414,0
8421,0
8428,0
8431,0
8434,0
8436,0
8438,0
8440,0
8445,0
8449,0
8458,0
8468,0
8470,0
8475,0
8478,0
8479,0
8480,0
8483,0
8491,0
8493,0
8495,0
8496,0
8503,0
8509,0
8519,0
8523,0
8525,0
8526,0
8530,0
8544,0
8554,0
8560,0
8562,0
8565,0
8567,0
8569,0
8570,0
8572,0
8577,0
8579,0
8585,0
8586,0
8595,0
8597,0
8599,0
8601,0
8603,0
8604,0
8605,0
8616,0
8621,0
8627,0
8629,0
8631,0
8634,0
8635,0
8637,0
8639,0
8640,0
8644,0
8651,0
8652,0
8656,0
8657,0
8662,0
8667,0
8678,0
8680,0
8689,0
8690,0
8691,0
8694,0
8696,0
8699,0
8700,0
8707,0
8711,0
8721,0
8726,0
8728,0
8748,0
8750,0
8754,0
8762,0
8764,0
8768,0
8769,0
8771,0
8779,0
8780,0
8782,1
8789,0
8795,0
8796,0
8797,0
8819,0
8838,0
8841,0
8843,0
8850,0
8861,0
8865,0
8879,0
8890,0
8892,0
8895,0
8897,0
8898,0
8899,0
8901,0
8902,0
8904,0
8905,0
8907,0
8910,0
8914,0
8917,0
8919,0
8921,0
8924,0
8927,0
8929,0
8935,0
8937,0
8939,0
8940,0
8945,0
8948,0
8950,0
8951,0
8955,0
8958,0
8959,0
8964,0
8974,0
8975,0
8980,0
8982,0
8984,0
8986,0
8987,0
8988,0
8989,0
8990,0
8991,0
8994,0
8995,0
9000,0
9003,0
9005,0
9007,0
9008,0
9014,0
9015,0
9018,0
9025,0
9028,0
9044,0
9046,0
9047,0
9051,0
9052,0
9057,0
9061,0
9063,0
9082,0
9084,0
9097,0
9100,0
9112,0
9116,0
9120,0
9135,0
9138,0
9145,0
9150,0
9158,0
9173,0
9178,0
9179,0
9182,0
9183,0
9185,0
9190,0
9191,1
9195,0
9198,0
9199,0
9208,0
9209,1
9226,0
9230,0
9233,0
9235,0
9253,0
9254,0
9257,0
9260,0
9278,0
9279,0
9280,0
9282,0
9285,0
9286,0
9290,0
9293,0
9294,0
9298,0
9303,0
9308,0
9310,0
9315,0
9316,0
9320,0
9328,0
9329,0
9335,0
9337,0
9338,0
9339,0
9343,0
9346,0
9347,0
9349,0
9350,0
9351,0
9354,0
9359,0
9363,0
9367,0
9376,0
9380,0
9384,0
9388,0
9393,0
9395,0
9406,0
9407,0
9412,0
9413,0
9418,0
9420,0
9424,0
9431,0
9433,0
9434,0
9435,0
9439,0
9446,0
9458,0
9459,0
9460,0
9465,0
9471,0
9474,0
9476,0
9478,0
9481,0
9482,0
9486,0
9491,0
9494,0
9495,0
9498,0
9512,0
9513,0
9514,0
9519,0
9531,0
9534,0
9538,0
9541,0
9543,0
9548,0
9552,0
9557,0
9559,0
9563,0
9567,0
9570,0
9573,0
9579,0
9588,0
9589,0
9593,0
9595,0
9600,0
9603,0
9609,0
9621,0
9624,0
9631,1
9635,0
9647,0
9652,0
9663,0
9667,0
9668,0
9669,0
9670,0
9672,1
9673,0
9692,0
9695,0
9712,0
9713,0
9715,0
9725,0
9735,0
9736,0
9754,0
9757,0
9759,0
9762,0
9763,0
9764,0
9767,0
9774,0
9777,0
9779,0
9782,0
9783,0
9785,0
9793,0
9795,0
9798,0
9800,0
9807,0
9816,0
9821,0
9827,0
9831,0
9832,0
9833,0
9837,0
9839,0
9840,0
9853,0
9858,0
9860,0
9863,0
9865,0
9875,0
9879,0
9880,0
9881,0
9882,0
9886,0
9889,0
9893,0
9905,0
9908,0
9917,0
9926,0
9928,0
9930,0
9933,0
9941,0
9947,0
9948,0
9949,0
9952,0
9953,0
9954,0
9964,0
9969,0
9972,0
9975,0
9981,0
9982,0
9988,0
9989,0
9990,0
10000,0
10002,0
10004,0
10016,0
10018,0
10023,0
10027,0
10029,0
10036,0
10037,0
10039,0
10051,0
10062,0
10063,0
10064,0
10065,0
10075,0
10082,0
10085,0
10091,0
10094,0
10096,0
10097,0
10105,0
10109,0
10115,0
10118,0
10119,0
10120,0
10121,0
10122,0
10123,0
10125,0
10130,0
10146,0
10149,0
10151,0
10152,0
10153,0
10156,0
10166,0
10177,0
10182,0
10187,0
10189,0
10196,0
10202,0
10207,0
10210,0
10214,0
10217,0
10218,0
10219,0
10225,0
10233,0
10234,0
10238,0
10240,0
10242,0
10243,0
10252,0
10254,0
10293,0
10294,0
10298,0
10301,0
10308,0
10311,0
10312,0
10313,0
10315,0
10321,0
10322,0
10325,0
10326,0
10329,0
10332,0
10334,0
10335,0
10338,0
10340,0
10351,0
10363,0
10364,0
10365,0
10368,0
10370,0
10375,0
10380,0
10382,0
10384,0
10391,0
10397,0
10400,0
10402,0
10415,0
10417,0
10418,0
10422,0
10425,0
10426,0
10432,0
10433,0
10445,0
10446,0
10447,0
10448,0
10459,0
10464,0
10469,0
10476,0
10477,0
10482,0
10487,0
10489,0
10490,0
10493,0
10494,0
10498,0
10504,0
10506,0
10509,0
10521,0
10523,0
10533,0
10535,0
10537,0
10541,0
10544,0
10546,0
10555,0
10561,0
10563,0
10564,0
10571,0
10573,0
10574,0
10578,0
10582,0
10585,0
10596,0
10597,0
10599,0
10605,0
10609,0
10615,0
10633,0
10638,0
10642,0
10650,0
10655,0
10658,0
10669,0
10670,0
10673,0
10675,0
10683,0
10684,0
10686,0
10689,0
10693,0
10699,0
10704,0
10705,0
10721,0
10723,0
10726,0
10731,0
10736,0
10740,0
10742,0
10743,0
10744,0
10745,0
10748,0
10749,0
10754,0
10762,0
10766,0
10772,0
10774,0
10775,0
10780,0
10781,0
10784,0
10786,0
10792,0
10796,0
10798,1
10799,0
10802,0
10807,0
10808,0
10812,0
10819,0
10828,0
10832,0
10834,0
10844,0
10855,0
10857,0
10859,0
10860,0
10862,0
10865,0
10869,0
10885,0
10886,0
10887,0
10899,0
10903,0
10907,0
10908,0
10914,0
10918,0
10922,0
10928,0
10936,0
10937,0
10940,0
10942,0
10949,0
10951,0
10952,0
10956,0
10964,0
10967,0
10977,0
10979,0
10982,0
10984,0
10988,0
10989,0
10992,0
10996,0
11015,0
11017,0
11022,0
11023,0
11027,0
11028,0
11032,0
11034,0
11035,0
11040,0
11046,0
11047,0
11051,0
11061,0
11064,0
11071,0
11074,0
11075,0
11077,0
11083,0
11088,0
11090,0
11093,0
11095,0
11099,0
11100,0
11101,0
11107,0
11113,0
11121,0
11126,0
11130,0
11134,0
11135,0
11142,0
11143,0
11152,0
11154,0
11158,0
11159,0
11160,0
11170,0
11174,0
11175,0
11179,0
11182,0
11200,0
11206,0
11207,0
11208,0
11210,0
11216,0
11227,0
11228,0
11236,0
11246,0
11250,0
11251,0
11255,0
11260,0
11266,0
11271,0
11285,0
11287,0
11292,0
11293,0
11297,0
11299,0
11301,0
11314,0
11317,0
11326,0
11327,0
11328,0
11331,0
11333,0
11334,0
11338,0
11341,0
11343,0
11344,0
11348,0
11353,0
11356,0
11359,0
11360,0
11365,0
11375,0
11380,0
11386,0
11388,0
11389,0
11392,0
11395,0
11406,0
11410,0
11411,0
11414,0
11416,0
11418,0
11420,0
11425,0
11430,0
11432,0
11434,0
11440,0
11452,0
11466,0
11474,0
11475,0
11480,0
11482,0
11483,0
11484,0
11485,0
11486,0
11490,0
11491,0
11495,0
11498,0
11500,0
11502,0
11503,0
11506,0
11507,0
11510,0
11511,0
11524,0
11526,0
11529,0
11540,0
11542,0
11543,0
11548,0
11550,0
11552,0
11556,0
11565,0
11573,0
11579,0
11580,0
11581,0
11584,0
11588,0
11589,0
11590,0
11592,0
11594,0
11597,0
11603,0
11610,0
11611,0
11617,0
11622,0
11625,0
11626,0
11630,0
11637,0
11639,0
11643,0
11645,0
11646,0
11647,1
11651,0
11652,0
11654,0
11667,0
11668,0
11674,0
11676,0
11677,0
11688,0
11699,0
11708,0
11720,0
11724,0
11735,0
11741,0
11746,0
11748,0
11755,0
11759,0
11766,0
11769,0
11772,0
11773,0
11779,0
11783,0
11784,0
11785,0
11791,0
11792,0
11794,0
11795,0
11801,0
11810,0
11811,0
11816,0
11831,0
11836,0
11837,0
11860,0
11865,0
11866,0
11876,0
11882,0
11884,0
11885,0
11887,0
11888,0
11890,0
11891,0
11892,0
11893,0
11895,0
11896,0
11903,0
11907,0
11910,0
11919,0
11920,0
11923,0
11936,0
11947,0
11948,0
11950,0
11951,0
11964,0
11969,0
11981,0
11984,0
11985,0
11998,0
12005,0
12011,0
12015,0
12023,0
12032,0
12034,0
12037,0
12038,0
12040,0
12041,0
12043,0
12045,0
12048,0
12050,0
12059,0
12060,0
12062,0
12066,0
12074,0
12081,0
12096,0
12098,0
12115,0
12121,0
12123,0
12124,0
12126,0
12140,0
12145,0
12152,0
12155,0
12156,0
12158,0
12160,0
12163,0
12168,0
12172,0
12173,0
12176,0
12178,0
12179,0
12182,0
12187,0
12189,0
12190,0
12192,0
12193,0
12194,0
12197,0
12206,0
12216,0
12224,0
12230,0
12233,0
12236,0
12241,0
12242,0
12249,0
12255,0
12264,0
12266,0
12267,0
12273,0
12281,0
12286,0
12290,0
12297,0
12308,0
12309,0
12311,0
12312,0
12317,0
12320,0
12329,0
12338,0
12348,0
12353,0
12361,0
12365,0
12370,0
12385,0
12386,0
12405,0
12406,0
12419,0
12420,0
12421,0
12425,0
12438,0
12441,0
12443,0
12450,0
12452,0
12467,0
12484,0
12487,0
12489,0
12494,0
12496,0
12503,0
12508,0
12519,0
12522,0
12523,0
12534,0
12535,0
12540,0
12544,0
12545,0
12548,0
12554,0
12560,0
12577,0
12588,0
12615,0
12617,0
12628,0
12640,0
12641,0
12644,0
12645,0
12654,0
12661,0
12664,0
12667,0
12669,0
12674,0
12681,0
12683,0
12686,0
12688,0
12699,0
12709,0
12710,0
12727,0
12730,0
12750,0
12753,0
12762,0
12765,0
12769,0
12773,0
12777,0
12778,0
12780,0
12787,0
12795,0
12796,0
12812,0
12817,0
12828,0
12833,0
12840,0
12841,0
12852,0
12853,0
12854,0
12868,0
12869,0
12873,0
12877,0
12878,0
12893,0
12894,0
12904,0
12910,0
12913,0
12914,0
12916,1
12921,0
12925,0
12935,0
12937,0
12939,0
12942,0
12946,0
12949,0
12952,0
12961,0
12962,0
12977,0
12978,0
12980,0
12983,0
12985,0
12998,0
13000,0
13005,0
13013,0
13014,0
13020,0
13024,0
13029,0
13031,0
13037,0
13046,0
13053,0
13062,0
13063,0
13082,0
13086,0
13087,0
13088,0
13093,0
13094,0
13095,0
13096,0
13097,0
13104,0
13119,0
13123,0
13126,0
13135,0
13137,1
13138,0
13142,1
13148,0
13153,0
13154,0
13161,0
13162,0
13163,0
13166,0
13173,0
13201,0
13204,0
13207,0
13212,0
13213,0
13219,0
13224,0
13237,0
13246,0
13248,0
13254,0
13275,0
13280,0
13282,0
13283,0
13298,0
13307,0
13309,0
13323,0
13334,0
13342,0
13348,0
13355,0
13362,0
13363,0
13368,0
13375,0
13380,0
13390,0
13392,0
13402,0
13410,0
13413,0
13420,0
13430,0
13433,0
13435,0
13439,0
13441,0
13445,0
13447,0
13471,0
13479,0
13482,0
13488,0
13490,0
13507,0
13509,0
13512,0
13514,0
13518,0
13524,0
13525,0
13529,0
13532,0
13541,0
13544,0
13545,0
13548,0
13554,0
13567,0
13577,1
13588,0
13591,0
13593,0
13596,0
13604,0
13610,0
13627,0
13628,0
13641,0
13643,0
13653,0
13661,0
13680,0
13707,0
13714,0
13718,0
13725,0
13737,0
13743,0
13751,0
13753,0
13760,0
13775,0
13776,0
13777,0
13789,0
13791,0
13798,0
13812,0
13821,0
